,WD_similar,FV_similar,WD_similar_AVG,FV_similar_AVG,compound_counts,compound_AVG,food_count,name,ingredients,SharedCompound,difference
593,{},{},0.0,0.0,"{('rice', 'potato_chip'): 10, ('rice', 'garlic'): 1, ('rice', 'multigrain_bread'): 0, ('potato_chip', 'garlic'): 2, ('potato_chip', 'multigrain_bread'): 0, ('garlic', 'multigrain_bread'): 0}",2.1666666666666665,4,Easy Buttery Garlic Rice,"['rice', 'chip', 'garlic', 'grain']",1,0.0
594,{},{},0.0,0.0,"{('coconut_oil', 'chili'): 0, ('coconut_oil', 'curry_powder'): 0, ('coconut_oil', 'hedge_mustard'): 0, ('coconut_oil', 'horned_melon'): 0, ('chili', 'curry_powder'): 2, ('chili', 'hedge_mustard'): 1, ('chili', 'horned_melon'): 1, ('curry_powder', 'hedge_mustard'): 1, ('curry_powder', 'horned_melon'): 1, ('hedge_mustard', 'horned_melon'): 1}",0.7,5,Ash Gourd Recipe | Ash Gourd Thoran,"['coconut oil', 'green chili', 'curry leaves', 'mustard seeds', 'winter melon']",1,0.0
595,{},{},0.0,0.0,"{('chili', 'curry_powder'): 2, ('chili', 'mustard'): 1, ('chili', 'lentils'): 4, ('chili', 'coconut'): 3, ('chili', 'tamarind'): 2, ('chili', 'meat_bouillon'): 0, ('chili', 'coconut_oil'): 0, ('chili', 'spread'): 5, ('chili', 'cloves'): 0, ('chili', 'garlic'): 1, ('chili', 'molasses'): 1, ('chili', 'horned_melon'): 1, ('chili', 'sugar_apple'): 1, ('chili', 'rice'): 34, ('chili', 'calabash'): 3, ('curry_powder', 'mustard'): 1, ('curry_powder', 'lentils'): 2, ('curry_powder', 'coconut'): 3, ('curry_powder', 'curry_powder'): 2, ('curry_powder', 'tamarind'): 2, ('curry_powder', 'meat_bouillon'): 0, ('curry_powder', 'coconut_oil'): 0, ('curry_powder', 'spread'): 3, ('curry_powder', 'cloves'): 0, ('curry_powder', 'garlic'): 0, ('curry_powder', 'molasses'): 1, ('curry_powder', 'horned_melon'): 1, ('curry_powder', 'sugar_apple'): 1, ('curry_powder', 'rice'): 8, ('curry_powder', 'calabash'): 3, ('mustard', 'lentils'): 2, ('mustard', 'coconut'): 1, ('mustard', 'curry_powder'): 1, ('mustard', 'tamarind'): 2, ('mustard', 'meat_bouillon'): 0, ('mustard', 'coconut_oil'): 0, ('mustard', 'spread'): 3, ('mustard', 'cloves'): 0, ('mustard', 'garlic'): 0, ('mustard', 'molasses'): 1, ('mustard', 'horned_melon'): 1, ('mustard', 'sugar_apple'): 1, ('mustard', 'rice'): 8, ('mustard', 'calabash'): 3, ('lentils', 'coconut'): 0, ('lentils', 'curry_powder'): 1, ('lentils', 'tamarind'): 4, ('lentils', 'meat_bouillon'): 1, ('lentils', 'coconut_oil'): 0, ('lentils', 'spread'): 6, ('lentils', 'cloves'): 1, ('lentils', 'garlic'): 1, ('lentils', 'molasses'): 1, ('lentils', 'horned_melon'): 1, ('lentils', 'sugar_apple'): 2, ('lentils', 'rice'): 35, ('lentils', 'calabash'): 4, ('coconut', 'curry_powder'): 1, ('coconut', 'tamarind'): 0, ('coconut', 'meat_bouillon'): 0, ('coconut', 'coconut_oil'): 1, ('coconut', 'spread'): 0, ('coconut', 'cloves'): 0, ('coconut', 'garlic'): 0, ('coconut', 'molasses'): 0, ('coconut', 'horned_melon'): 0, ('coconut', 'sugar_apple'): 0, ('coconut', 'rice'): 1, ('coconut', 'calabash'): 1, ('tamarind', 'meat_bouillon'): 0, ('tamarind', 'coconut_oil'): 0, ('tamarind', 'spread'): 4, ('tamarind', 'cloves'): 0, ('tamarind', 'garlic'): 0, ('tamarind', 'molasses'): 1, ('tamarind', 'horned_melon'): 1, ('tamarind', 'sugar_apple'): 2, ('tamarind', 'rice'): 8, ('tamarind', 'calabash'): 4, ('meat_bouillon', 'coconut_oil'): 0, ('meat_bouillon', 'spread'): 1, ('meat_bouillon', 'cloves'): 0, ('meat_bouillon', 'garlic'): 0, ('meat_bouillon', 'molasses'): 0, ('meat_bouillon', 'horned_melon'): 0, ('meat_bouillon', 'sugar_apple'): 0, ('meat_bouillon', 'rice'): 1, ('meat_bouillon', 'calabash'): 0, ('coconut_oil', 'spread'): 0, ('coconut_oil', 'cloves'): 0, ('coconut_oil', 'garlic'): 0, ('coconut_oil', 'molasses'): 0, ('coconut_oil', 'horned_melon'): 0, ('coconut_oil', 'sugar_apple'): 0, ('coconut_oil', 'rice'): 0, ('coconut_oil', 'calabash'): 0, ('spread', 'cloves'): 0, ('spread', 'garlic'): 2, ('spread', 'molasses'): 1, ('spread', 'horned_melon'): 1, ('spread', 'sugar_apple'): 2, ('spread', 'rice'): 34, ('spread', 'calabash'): 4, ('cloves', 'garlic'): 0, ('cloves', 'molasses'): 0, ('cloves', 'horned_melon'): 0, ('cloves', 'sugar_apple'): 0, ('cloves', 'rice'): 0, ('cloves', 'calabash'): 0, ('garlic', 'molasses'): 0, ('garlic', 'horned_melon'): 0, ('garlic', 'sugar_apple'): 0, ('garlic', 'rice'): 26, ('garlic', 'calabash'): 0, ('molasses', 'horned_melon'): 1, ('molasses', 'sugar_apple'): 1, ('molasses', 'rice'): 8, ('molasses', 'calabash'): 3, ('horned_melon', 'sugar_apple'): 1, ('horned_melon', 'rice'): 8, ('horned_melon', 'calabash'): 3, ('sugar_apple', 'rice'): 8, ('sugar_apple', 'calabash'): 4, ('rice', 'calabash'): 4}",2.375,17,Kuvalo (Ash Gourd or Winter Melon) Sasam,"['chilli', 'curry', 'mustard seed', 'papad', 'coconut', 'curry leaf', 'tamarind', 'vegetable stock', 'coconut oil', 'pickle', 'cloves', 'garlic', 'jaggery', 'melon', 'sugar', 'rice', 'ash gourd']",1,0.0
596,{},{},0.0,0.0,"{('ginger', 'pepper__spice_'): 0, ('ginger', 'lemon'): 0, ('ginger', 'common_beet'): 5, ('ginger', 'orange_mint'): 0, ('ginger', 'horned_melon'): 0, ('ginger', 'turmeric'): 0, ('ginger', 'red_beetroot'): 0, ('pepper__spice_', 'lemon'): 5, ('pepper__spice_', 'common_beet'): 4, ('pepper__spice_', 'orange_mint'): 0, ('pepper__spice_', 'horned_melon'): 1, ('pepper__spice_', 'turmeric'): 0, ('pepper__spice_', 'red_beetroot'): 1, ('lemon', 'common_beet'): 4, ('lemon', 'orange_mint'): 0, ('lemon', 'horned_melon'): 1, ('lemon', 'turmeric'): 0, ('lemon', 'red_beetroot'): 2, ('common_beet', 'common_beet'): 11, ('common_beet', 'orange_mint'): 0, ('common_beet', 'horned_melon'): 1, ('common_beet', 'turmeric'): 0, ('common_beet', 'red_beetroot'): 0, ('orange_mint', 'horned_melon'): 0, ('orange_mint', 'turmeric'): 0, ('orange_mint', 'red_beetroot'): 0, ('horned_melon', 'turmeric'): 0, ('horned_melon', 'red_beetroot'): 0, ('turmeric', 'red_beetroot'): 0}",1.3611111111111112,9,Tri-Color Winter Melon (Ash Gourd) Juice,"['ginger', 'black pepper', 'lemon', 'beet', 'yellow beet', 'mint', 'winter melon', 'turmeric', 'beetroot']",1,0.0
597,{},{},0.0,0.0,"{('lemon', 'grape'): 6, ('lemon', 'liquor'): 2, ('lemon', 'apple'): 17, ('lemon', 'sweet_orange'): 10, ('grape', 'liquor'): 2, ('grape', 'apple'): 23, ('grape', 'sweet_orange'): 14, ('liquor', 'apple'): 16, ('liquor', 'sweet_orange'): 8, ('apple', 'sweet_orange'): 14}",11.2,5,Sparkling White Sangria,"['lemon', 'grape', 'grand marnier', 'apple', 'orange']",1,0.0
598,{},{},0.0,0.0,"{('red_raspberry', 'sugar_apple'): 2, ('red_raspberry', 'lime'): 1, ('red_raspberry', 'grape_wine'): 12, ('sugar_apple', 'lime'): 1, ('sugar_apple', 'grape_wine'): 10, ('lime', 'grape_wine'): 10}",6.0,4,Raspberry and Sparkling Wine Cocktail,"['raspberry', 'sugar', 'lime', 'wine']",1,0.0
599,{},{},0.0,0.0,"{('sweet_orange', 'alaska_blueberry'): 3, ('sweet_orange', 'grapefruit'): 16, ('sweet_orange', 'peach'): 20, ('sweet_orange', 'liquor'): 2, ('sweet_orange', 'sweet_orange'): 22, ('sweet_orange', 'water'): 3, ('sweet_orange', 'pomegranate'): 3, ('sweet_orange', 'pineapple'): 13, ('sweet_orange', 'fruit_gum'): 0, ('sweet_orange', 'grape'): 13, ('sweet_orange', 'strawberry'): 2, ('sweet_orange', 'grape_wine'): 12, ('sweet_orange', 'european_cranberry'): 1, ('alaska_blueberry', 'grapefruit'): 14, ('alaska_blueberry', 'peach'): 17, ('alaska_blueberry', 'liquor'): 2, ('alaska_blueberry', 'sweet_orange'): 8, ('alaska_blueberry', 'water'): 0, ('alaska_blueberry', 'pomegranate'): 2, ('alaska_blueberry', 'pineapple'): 13, ('alaska_blueberry', 'fruit_gum'): 0, ('alaska_blueberry', 'grape'): 4, ('alaska_blueberry', 'strawberry'): 1, ('alaska_blueberry', 'grape_wine'): 10, ('alaska_blueberry', 'european_cranberry'): 1, ('grapefruit', 'peach'): 18, ('grapefruit', 'liquor'): 4, ('grapefruit', 'sweet_orange'): 10, ('grapefruit', 'water'): 3, ('grapefruit', 'pomegranate'): 3, ('grapefruit', 'pineapple'): 17, ('grapefruit', 'fruit_gum'): 0, ('grapefruit', 'grape'): 6, ('grapefruit', 'strawberry'): 4, ('grapefruit', 'grape_wine'): 10, ('grapefruit', 'european_cranberry'): 2, ('peach', 'liquor'): 4, ('peach', 'sweet_orange'): 10, ('peach', 'water'): 0, ('peach', 'pomegranate'): 2, ('peach', 'pineapple'): 17, ('peach', 'fruit_gum'): 0, ('peach', 'grape'): 5, ('peach', 'strawberry'): 3, ('peach', 'grape_wine'): 10, ('peach', 'european_cranberry'): 1, ('liquor', 'sweet_orange'): 8, ('liquor', 'water'): 0, ('liquor', 'pomegranate'): 3, ('liquor', 'pineapple'): 17, ('liquor', 'fruit_gum'): 0, ('liquor', 'grape'): 4, ('liquor', 'liquor'): 13, ('liquor', 'strawberry'): 3, ('liquor', 'grape_wine'): 42, ('liquor', 'european_cranberry'): 1, ('water', 'pomegranate'): 1, ('water', 'pineapple'): 0, ('water', 'fruit_gum'): 0, ('water', 'grape'): 1, ('water', 'liquor'): 0, ('water', 'strawberry'): 1, ('water', 'grape_wine'): 0, ('water', 'european_cranberry'): 0, ('pomegranate', 'pineapple'): 13, ('pomegranate', 'fruit_gum'): 0, ('pomegranate', 'grape'): 5, ('pomegranate', 'liquor'): 3, ('pomegranate', 'strawberry'): 2, ('pomegranate', 'grape_wine'): 10, ('pomegranate', 'european_cranberry'): 1, ('pineapple', 'fruit_gum'): 0, ('pineapple', 'grape'): 4, ('pineapple', 'liquor'): 4, ('pineapple', 'strawberry'): 8, ('pineapple', 'grape_wine'): 10, ('pineapple', 'european_cranberry'): 1, ('fruit_gum', 'grape'): 0, ('fruit_gum', 'liquor'): 0, ('fruit_gum', 'strawberry'): 0, ('fruit_gum', 'grape_wine'): 0, ('fruit_gum', 'european_cranberry'): 0, ('grape', 'liquor'): 2, ('grape', 'strawberry'): 2, ('grape', 'grape_wine'): 10, ('grape', 'european_cranberry'): 1, ('strawberry', 'grape_wine'): 10, ('strawberry', 'european_cranberry'): 1, ('grape_wine', 'european_cranberry'): 1}",5.714285714285714,15,Best Classic Mimosa,"['blood orange', 'blueberries', 'grapefruit', 'peach', 'liqueur', 'orange', 'soda', 'pomegranate', 'pineapple', 'fruit', 'grape', 'grand marnier', 'strawberry', 'wine', 'cranberry']",1,0.0
600,{},{},0.0,0.0,"{('pistachio', 'rice_cake'): 0, ('pistachio', 'red_raspberry'): 1, ('pistachio', 'coconut'): 0, ('pistachio', 'rose_hip'): 2, ('pistachio', 'almond'): 5, ('pistachio', 'peach'): 1, ('pistachio', 'chocolate'): 3, ('pistachio', 'oat'): 1, ('pistachio', 'cake'): 39, ('pistachio', 'red_champagne'): 0, ('pistachio', 'chia'): 0, ('pistachio', 'common_hazelnut'): 2, ('pistachio', 'whisky'): 0, ('pistachio', 'honey'): 2, ('pistachio', 'processed_cheese'): 5, ('pistachio', 'ice_cream'): 15, ('pistachio', 'oat_bread'): 7, ('pistachio', 'sweet_basil'): 1, ('pistachio', 'gelatin_dessert'): 1, ('pistachio', 'potato_bread'): 0, ('pistachio', 'lichee'): 0, ('pistachio', 'pie_crust'): 6, ('pistachio', 'dessert_wine'): 0, ('rice_cake', 'red_raspberry'): 2, ('rice_cake', 'coconut'): 0, ('rice_cake', 'rose_hip'): 3, ('rice_cake', 'almond'): 3, ('rice_cake', 'peach'): 17, ('rice_cake', 'chocolate'): 1, ('rice_cake', 'oat'): 1, ('rice_cake', 'cake'): 3, ('rice_cake', 'red_champagne'): 0, ('rice_cake', 'chia'): 0, ('rice_cake', 'common_hazelnut'): 0, ('rice_cake', 'whisky'): 9, ('rice_cake', 'honey'): 1, ('rice_cake', 'processed_cheese'): 0, ('rice_cake', 'ice_cream'): 4, ('rice_cake', 'oat_bread'): 0, ('rice_cake', 'sweet_basil'): 0, ('rice_cake', 'gelatin_dessert'): 4, ('rice_cake', 'potato_bread'): 1, ('rice_cake', 'lichee'): 3, ('rice_cake', 'pie_crust'): 1, ('rice_cake', 'dessert_wine'): 0, ('red_raspberry', 'coconut'): 0, ('red_raspberry', 'rose_hip'): 5, ('red_raspberry', 'almond'): 3, ('red_raspberry', 'peach'): 17, ('red_raspberry', 'chocolate'): 2, ('red_raspberry', 'oat'): 1, ('red_raspberry', 'cake'): 3, ('red_raspberry', 'red_champagne'): 0, ('red_raspberry', 'chia'): 1, ('red_raspberry', 'common_hazelnut'): 2, ('red_raspberry', 'whisky'): 9, ('red_raspberry', 'honey'): 2, ('red_raspberry', 'processed_cheese'): 4, ('red_raspberry', 'ice_cream'): 17, ('red_raspberry', 'oat_bread'): 0, ('red_raspberry', 'sweet_basil'): 0, ('red_raspberry', 'gelatin_dessert'): 4, ('red_raspberry', 'potato_bread'): 1, ('red_raspberry', 'lichee'): 3, ('red_raspberry', 'pie_crust'): 1, ('red_raspberry', 'dessert_wine'): 0, ('coconut', 'rose_hip'): 0, ('coconut', 'almond'): 0, ('coconut', 'peach'): 2, ('coconut', 'chocolate'): 0, ('coconut', 'oat'): 0, ('coconut', 'cake'): 0, ('coconut', 'red_champagne'): 0, ('coconut', 'chia'): 0, ('coconut', 'common_hazelnut'): 0, ('coconut', 'whisky'): 0, ('coconut', 'honey'): 0, ('coconut', 'processed_cheese'): 5, ('coconut', 'ice_cream'): 20, ('coconut', 'oat_bread'): 0, ('coconut', 'sweet_basil'): 0, ('coconut', 'gelatin_dessert'): 0, ('coconut', 'potato_bread'): 0, ('coconut', 'lichee'): 0, ('coconut', 'pie_crust'): 0, ('coconut', 'dessert_wine'): 0, ('rose_hip', 'almond'): 3, ('rose_hip', 'peach'): 17, ('rose_hip', 'chocolate'): 2, ('rose_hip', 'oat'): 1, ('rose_hip', 'cake'): 3, ('rose_hip', 'red_champagne'): 0, ('rose_hip', 'chia'): 0, ('rose_hip', 'common_hazelnut'): 2, ('rose_hip', 'whisky'): 9, ('rose_hip', 'honey'): 2, ('rose_hip', 'processed_cheese'): 4, ('rose_hip', 'ice_cream'): 17, ('rose_hip', 'oat_bread'): 0, ('rose_hip', 'sweet_basil'): 0, ('rose_hip', 'gelatin_dessert'): 4, ('rose_hip', 'potato_bread'): 1, ('rose_hip', 'lichee'): 3, ('rose_hip', 'pie_crust'): 1, ('rose_hip', 'dessert_wine'): 0, ('almond', 'peach'): 19, ('almond', 'chocolate'): 4, ('almond', 'oat'): 2, ('almond', 'cake'): 47, ('almond', 'red_champagne'): 0, ('almond', 'chia'): 1, ('almond', 'common_hazelnut'): 0, ('almond', 'whisky'): 9, ('almond', 'honey'): 1, ('almond', 'processed_cheese'): 2, ('almond', 'ice_cream'): 7, ('almond', 'oat_bread'): 7, ('almond', 'sweet_basil'): 1, ('almond', 'gelatin_dessert'): 5, ('almond', 'potato_bread'): 1, ('almond', 'lichee'): 3, ('almond', 'pie_crust'): 13, ('almond', 'dessert_wine'): 0, ('peach', 'chocolate'): 1, ('peach', 'oat'): 1, ('peach', 'cake'): 6, ('peach', 'red_champagne'): 0, ('peach', 'chia'): 1, ('peach', 'common_hazelnut'): 0, ('peach', 'whisky'): 9, ('peach', 'honey'): 1, ('peach', 'processed_cheese'): 0, ('peach', 'ice_cream'): 6, ('peach', 'oat_bread'): 0, ('peach', 'sweet_basil'): 1, ('peach', 'gelatin_dessert'): 4, ('peach', 'potato_bread'): 1, ('peach', 'lichee'): 3, ('peach', 'pie_crust'): 4, ('peach', 'dessert_wine'): 0, ('chocolate', 'oat'): 4, ('chocolate', 'cake'): 43, ('chocolate', 'red_champagne'): 0, ('chocolate', 'chia'): 0, ('chocolate', 'common_hazelnut'): 2, ('chocolate', 'whisky'): 9, ('chocolate', 'honey'): 2, ('chocolate', 'processed_cheese'): 11, ('chocolate', 'ice_cream'): 24, ('chocolate', 'oat_bread'): 8, ('chocolate', 'sweet_basil'): 1, ('chocolate', 'gelatin_dessert'): 5, ('chocolate', 'potato_bread'): 1, ('chocolate', 'lichee'): 3, ('chocolate', 'pie_crust'): 14, ('chocolate', 'dessert_wine'): 0, ('oat', 'cake'): 41, ('oat', 'red_champagne'): 0, ('oat', 'chia'): 0, ('oat', 'common_hazelnut'): 0, ('oat', 'whisky'): 9, ('oat', 'honey'): 1, ('oat', 'processed_cheese'): 3, ('oat', 'ice_cream'): 6, ('oat', 'oat_bread'): 8, ('oat', 'sweet_basil'): 0, ('oat', 'gelatin_dessert'): 5, ('oat', 'potato_bread'): 1, ('oat', 'lichee'): 3, ('oat', 'pie_crust'): 7, ('oat', 'dessert_wine'): 0, ('oat', 'oat'): 9, ('cake', 'red_champagne'): 0, ('cake', 'chia'): 1, ('cake', 'common_hazelnut'): 0, ('cake', 'whisky'): 9, ('cake', 'honey'): 1, ('cake', 'processed_cheese'): 2, ('cake', 'ice_cream'): 11, ('cake', 'oat_bread'): 7, ('cake', 'sweet_basil'): 0, ('cake', 'gelatin_dessert'): 5, ('cake', 'potato_bread'): 1, ('cake', 'lichee'): 3, ('cake', 'pie_crust'): 13, ('cake', 'cake'): 50, ('cake', 'dessert_wine'): 0, ('cake', 'oat'): 5, ('red_champagne', 'chia'): 0, ('red_champagne', 'common_hazelnut'): 0, ('red_champagne', 'whisky'): 0, ('red_champagne', 'honey'): 0, ('red_champagne', 'processed_cheese'): 0, ('red_champagne', 'ice_cream'): 0, ('red_champagne', 'oat_bread'): 0, ('red_champagne', 'sweet_basil'): 0, ('red_champagne', 'gelatin_dessert'): 0, ('red_champagne', 'potato_bread'): 0, ('red_champagne', 'lichee'): 0, ('red_champagne', 'pie_crust'): 0, ('red_champagne', 'cake'): 0, ('red_champagne', 'dessert_wine'): 0, ('red_champagne', 'oat'): 0, ('chia', 'common_hazelnut'): 0, ('chia', 'whisky'): 0, ('chia', 'honey'): 0, ('chia', 'processed_cheese'): 0, ('chia', 'ice_cream'): 1, ('chia', 'oat_bread'): 0, ('chia', 'sweet_basil'): 0, ('chia', 'gelatin_dessert'): 0, ('chia', 'potato_bread'): 0, ('chia', 'lichee'): 0, ('chia', 'pie_crust'): 3, ('chia', 'cake'): 3, ('chia', 'dessert_wine'): 0, ('chia', 'oat'): 0, ('common_hazelnut', 'whisky'): 0, ('common_hazelnut', 'honey'): 1, ('common_hazelnut', 'processed_cheese'): 4, ('common_hazelnut', 'ice_cream'): 13, ('common_hazelnut', 'oat_bread'): 0, ('common_hazelnut', 'sweet_basil'): 0, ('common_hazelnut', 'gelatin_dessert'): 0, ('common_hazelnut', 'potato_bread'): 0, ('common_hazelnut', 'lichee'): 0, ('common_hazelnut', 'pie_crust'): 0, ('common_hazelnut', 'cake'): 0, ('common_hazelnut', 'dessert_wine'): 0, ('common_hazelnut', 'oat'): 0, ('whisky', 'honey'): 1, ('whisky', 'processed_cheese'): 0, ('whisky', 'ice_cream'): 4, ('whisky', 'oat_bread'): 0, ('whisky', 'sweet_basil'): 0, ('whisky', 'gelatin_dessert'): 4, ('whisky', 'potato_bread'): 1, ('whisky', 'lichee'): 3, ('whisky', 'pie_crust'): 1, ('whisky', 'cake'): 3, ('whisky', 'dessert_wine'): 0, ('whisky', 'oat'): 1, ('honey', 'processed_cheese'): 4, ('honey', 'ice_cream'): 17, ('honey', 'oat_bread'): 0, ('honey', 'sweet_basil'): 0, ('honey', 'gelatin_dessert'): 4, ('honey', 'potato_bread'): 1, ('honey', 'lichee'): 3, ('honey', 'pie_crust'): 1, ('honey', 'cake'): 3, ('honey', 'dessert_wine'): 0, ('honey', 'oat'): 1, ('processed_cheese', 'ice_cream'): 33, ('processed_cheese', 'oat_bread'): 8, ('processed_cheese', 'sweet_basil'): 1, ('processed_cheese', 'gelatin_dessert'): 1, ('processed_cheese', 'potato_bread'): 0, ('processed_cheese', 'lichee'): 0, ('processed_cheese', 'pie_crust'): 13, ('processed_cheese', 'cake'): 39, ('processed_cheese', 'dessert_wine'): 0, ('processed_cheese', 'oat'): 3, ('ice_cream', 'oat_bread'): 1, ('ice_cream', 'sweet_basil'): 1, ('ice_cream', 'gelatin_dessert'): 4, ('ice_cream', 'potato_bread'): 1, ('ice_cream', 'lichee'): 3, ('ice_cream', 'pie_crust'): 4, ('ice_cream', 'cake'): 9, ('ice_cream', 'ice_cream'): 48, ('ice_cream', 'dessert_wine'): 0, ('ice_cream', 'oat'): 3, ('oat_bread', 'sweet_basil'): 0, ('oat_bread', 'gelatin_dessert'): 1, ('oat_bread', 'potato_bread'): 0, ('oat_bread', 'lichee'): 0, ('oat_bread', 'pie_crust'): 6, ('oat_bread', 'cake'): 37, ('oat_bread', 'ice_cream'): 2, ('oat_bread', 'dessert_wine'): 0, ('oat_bread', 'oat'): 3, ('sweet_basil', 'gelatin_dessert'): 0, ('sweet_basil', 'potato_bread'): 0, ('sweet_basil', 'lichee'): 0, ('sweet_basil', 'pie_crust'): 4, ('sweet_basil', 'cake'): 0, ('sweet_basil', 'ice_cream'): 1, ('sweet_basil', 'dessert_wine'): 0, ('sweet_basil', 'oat'): 0, ('gelatin_dessert', 'potato_bread'): 1, ('gelatin_dessert', 'lichee'): 3, ('gelatin_dessert', 'pie_crust'): 7, ('gelatin_dessert', 'cake'): 40, ('gelatin_dessert', 'ice_cream'): 4, ('gelatin_dessert', 'dessert_wine'): 0, ('gelatin_dessert', 'oat'): 2, ('potato_bread', 'lichee'): 3, ('potato_bread', 'pie_crust'): 1, ('potato_bread', 'cake'): 3, ('potato_bread', 'ice_cream'): 4, ('potato_bread', 'dessert_wine'): 0, ('potato_bread', 'oat'): 1, ('lichee', 'pie_crust'): 1, ('lichee', 'cake'): 3, ('lichee', 'ice_cream'): 4, ('lichee', 'dessert_wine'): 0, ('lichee', 'oat'): 1, ('pie_crust', 'cake'): 45, ('pie_crust', 'ice_cream'): 5, ('pie_crust', 'dessert_wine'): 0, ('pie_crust', 'oat'): 2, ('dessert_wine', 'oat'): 0, ('dessert_wine', 'cake'): 0}",5.73015873015873,29,Raspberry recipes,"['pistachio', 'cake', 'raspberry', 'coconut', 'rose', 'almond', 'peach', 'chocolate', 'flapjack', 'crumble', 'champagne', 'chia', 'hazelnut', 'whisky', 'honey', 'mascarpone', 'sorbet', 'brûle', 'oat', 'basil', 'pudding', 'bread', 'lychee', 'bakewell', 'cheesecake', 'cream', 'prosecco', 'oatmeal', 'parfait']",1,0.0
601,{},{},0.0,0.0,"{('tapioca_pearl', 'lemon'): 4, ('tapioca_pearl', 'potato'): 18, ('tapioca_pearl', 'red_raspberry'): 2, ('tapioca_pearl', 'sugar_apple'): 1, ('lemon', 'potato'): 44, ('lemon', 'red_raspberry'): 3, ('lemon', 'sugar_apple'): 2, ('potato', 'red_raspberry'): 3, ('potato', 'sugar_apple'): 2, ('red_raspberry', 'sugar_apple'): 2}",8.1,5,Raspberry Coulis (Raspberry Sauce),"['tapioca', 'lemon', 'starch', 'raspberry', 'sugar']",1,0.0
602,{},{},0.0,0.0,"{('red_raspberry', 'sugar_apple'): 2}",2.0,2,Fresh Raspberry Simple Syrup Recipe,"['raspberry', 'sugar']",1,0.0
603,{},{},0.0,0.0,"{('lemon', 'ice_cream'): 19, ('lemon', 'gelatin'): 0, ('lemon', 'sweet_orange'): 10, ('lemon', 'vanilla'): 3, ('ice_cream', 'gelatin'): 0, ('ice_cream', 'sweet_orange'): 11, ('ice_cream', 'vanilla'): 3, ('gelatin', 'sweet_orange'): 0, ('gelatin', 'vanilla'): 0, ('sweet_orange', 'vanilla'): 3}",4.9,5,Raspberry Mousse,"['lemon', 'cream', 'gelatin', 'orange', 'vanilla']",1,0.0
604,{},{},0.0,0.0,"{('capers', 'corn_oil'): 0, ('capers', 'walleye'): 0, ('capers', 'butter'): 0, ('capers', 'lemon'): 5, ('corn_oil', 'walleye'): 0, ('corn_oil', 'butter'): 0, ('corn_oil', 'lemon'): 0, ('walleye', 'butter'): 0, ('walleye', 'lemon'): 0, ('butter', 'lemon'): 1}",0.6,5,Pan Fried Walleye with Lemon Caper Butter,"['capers', 'oil', 'walleye', 'butter', 'lemon']",1,0.0
605,{},{},0.0,0.0,"{('walleye', 'egg_roll'): 1, ('walleye', 'lemon'): 0, ('walleye', 'pepper'): 20, ('walleye', 'corn_chip'): 1, ('walleye', 'garlic'): 1, ('walleye', 'pepper__capsicum_'): 0, ('egg_roll', 'lemon'): 1, ('egg_roll', 'pepper'): 21, ('egg_roll', 'corn_chip'): 1, ('egg_roll', 'garlic'): 1, ('egg_roll', 'pepper__capsicum_'): 0, ('lemon', 'pepper'): 13, ('lemon', 'corn_chip'): 3, ('lemon', 'garlic'): 0, ('lemon', 'pepper__capsicum_'): 0, ('pepper', 'corn_chip'): 7, ('pepper', 'garlic'): 2, ('pepper', 'pepper__capsicum_'): 1, ('corn_chip', 'garlic'): 2, ('corn_chip', 'pepper__capsicum_'): 0, ('corn_chip', 'corn_chip'): 9, ('garlic', 'pepper__capsicum_'): 0, ('garlic', 'corn_chip'): 4, ('pepper__capsicum_', 'corn_chip'): 0}",3.5714285714285716,8,Cornflake Crusted Walleye,"['walleye', 'egg', 'lemon', 'pepper', 'cornflake', 'garlic', 'paprika', 'cornflake']",1,0.0
